attribute_set_code,sku,store_view_code,product_type,categories,categories_position,category_ids,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,additional_attributes,amxnotif_hide_alert,available_shipping_methods,base_model,brand,cart2quote_quotable,color,configurable_attr_options,corrosion_resistant,cost,cover_end_displace,cover_port,cross_domain_store,cross_domain_url,custom_layout,custom_layout_update_file,design,dev_port,displace,enable_advanced_layout,enable_delivery_options,expedited_delivery_time,fans,featured_sort_no,fluid,full_torque,gallery,heat_resistant,height,hydralic_fluid,hydraulic_fluid,in_html_sitemap,in_xml_sitemap,is_featured,is_top,is_value,is_valuess1,lamp_type,length,manufacturer,merchant_center_category,meta_robots,MHT_multi_design,MHT_multi_special,mid_port,mid_pump_displace,model_no,mounting_dimensions,partial_torque,power_units,price_type,price_view,product_seo_name,pump_mount,pump_mounting,rings,rotate,rotation,shaft_config,shaft_configure,shaft_end_displace,shaft_port,shipment_type,shipping_option,sku_type,solenoid,special,spool_spring_arrangement,standard_delivery_time,system_type,test_fluid,test_vm_type,ts_country_of_origin,ts_dimensions_height,ts_dimensions_length,ts_dimensions_width,ts_hs_code,ts_packaging_id,ts_packaging_type,url_path,use_in_crosslinking,usps_shipping_method,weight_type,weltpixel_hover_image,width,wee_tax_variations,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels,video_url
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-2-11-C-B-2",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-2-11-C-B-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-2-11-c-b-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=2,shaft_end_displace=30,shaft_port=C,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,2,B,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,11,,,,,,,,,2,,,,,,30,C,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-2-11-C-B-–",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-2-11-C-B-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-2-11-c-b,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=–,shaft_end_displace=30,shaft_port=C,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,2,B,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,11,,,,,,,,,–,,,,,,30,C,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-2-11-C-C-2",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-2-11-C-C-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-2-11-c-c-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=2,shaft_end_displace=30,shaft_port=C,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,2,C,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,11,,,,,,,,,2,,,,,,30,C,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-2-11-C-C-–",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-2-11-C-C-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-2-11-c-c,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=–,shaft_end_displace=30,shaft_port=C,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,2,C,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,11,,,,,,,,,–,,,,,,30,C,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-2-12-A-B-2",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-2-12-A-B-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-2-12-a-b-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=2,shaft_end_displace=30,shaft_port=A,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,2,B,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,12,,,,,,,,,2,,,,,,30,A,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-2-12-A-B-–",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-2-12-A-B-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-2-12-a-b,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=–,shaft_end_displace=30,shaft_port=A,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,2,B,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,12,,,,,,,,,–,,,,,,30,A,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-2-12-A-C-2",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-2-12-A-C-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-2-12-a-c-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=2,shaft_end_displace=30,shaft_port=A,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,2,C,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,12,,,,,,,,,2,,,,,,30,A,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-2-12-A-C-–",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-2-12-A-C-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-2-12-a-c,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=–,shaft_end_displace=30,shaft_port=A,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,2,C,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,12,,,,,,,,,–,,,,,,30,A,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-2-12-C-B-2",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-2-12-C-B-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-2-12-c-b-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=2,shaft_end_displace=30,shaft_port=C,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,2,B,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,12,,,,,,,,,2,,,,,,30,C,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-2-12-C-B-–",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-2-12-C-B-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-2-12-c-b,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=–,shaft_end_displace=30,shaft_port=C,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,2,B,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,12,,,,,,,,,–,,,,,,30,C,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-2-12-C-C-2",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-2-12-C-C-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-2-12-c-c-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=2,shaft_end_displace=30,shaft_port=C,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,2,C,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,12,,,,,,,,,2,,,,,,30,C,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-2-12-C-C-–",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-2-12-C-C-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-2-12-c-c,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=–,shaft_end_displace=30,shaft_port=C,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,2,C,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,12,,,,,,,,,–,,,,,,30,C,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-3-11-A-B-2",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-3-11-A-B-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-3-11-a-b-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=2,shaft_end_displace=30,shaft_port=A,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,3,B,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,11,,,,,,,,,2,,,,,,30,A,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-3-11-A-B-–",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-3-11-A-B-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-3-11-a-b,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=–,shaft_end_displace=30,shaft_port=A,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,3,B,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,11,,,,,,,,,–,,,,,,30,A,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-3-11-A-C-2",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-3-11-A-C-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-3-11-a-c-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=2,shaft_end_displace=30,shaft_port=A,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,3,C,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,11,,,,,,,,,2,,,,,,30,A,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-3-11-A-C-–",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-3-11-A-C-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-3-11-a-c,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=–,shaft_end_displace=30,shaft_port=A,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,3,C,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,11,,,,,,,,,–,,,,,,30,A,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-3-11-C-B-2",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-3-11-C-B-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-3-11-c-b-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=2,shaft_end_displace=30,shaft_port=C,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,3,B,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,11,,,,,,,,,2,,,,,,30,C,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
Triple_Vane_Pumps,"Series Ultra Miniature Switch-F11-30-3-11-C-B-–",default,simple,,,,base,"Series Ultra Miniature Switch-F11-30-3-11-C-B-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-f11-30-3-11-c-b,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:14 AM","9/13/20, 8:14 AM",,,"Block after Info Column",,,,No,,,,,,,,,2000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,fluid=–,hydraulic_fluid=F11,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=–,shaft_end_displace=30,shaft_port=C,system_type=Medium,use_in_crosslinking=Yes,usps_shipping_method=No",No,,,"Tokyo Keiki / Tokimec","Use default",,,,,3,B,,,,,,,,No,No,,,,–,,,,,,F11,Yes,Yes,0,,,,,,,,,,,B,11,,,,,,,,,–,,,,,,30,C,,,,,,,,Medium,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
